id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
10259-S,sportal,2022-11-28,202211,"['R. P.', 'B. B.', 'M. P.', 'Pe. M.']",1436,0.701262,64,710.0,14207-R,0.666409,64,1799.0,14224-R,0.659736,65,3229.0,14249-R
10260-S,sportal,2022-11-28,202211,['M. P.'],279,0.543232,51,2311.0,14233-R,0.534821,64,1965.0,14229-R,0.532511,49,2313.0,14234-R
10261-S,sportal,2022-11-28,202211,['Pe. M.'],434,0.38299,72,5181.0,23010-R,0.379971,36,1560.0,2895-R,0.36651,40,5181.0,19282-R
10262-S,slovenija,2022-11-28,202211,['Na. R.'],191,0.406155,75,4238.0,2909-R,0.403635,69,4710.0,19274-R,0.392528,47,3126.0,22995-R
10263-S,sportal,2022-11-28,202211,['B. B.'],435,0.635752,49,5063.0,8262-R,0.626437,46,597.0,14207-R,0.625709,52,2226.0,14233-R
10264-S,sportal,2022-11-28,202211,['R. Sp.'],195,0.422193,55,3622.0,14258-R,0.39479,48,698.0,14210-R,0.392436,47,5093.0,14280-R
10265-S,slovenija,2022-11-28,202211,"['Planet TV', 'Vitomir Petrović']",652,0.60106,63,5735.0,2935-R,0.571687,58,1478.0,2895-R,0.564476,57,5099.0,19282-R
10266-S,slovenija,2022-11-28,202211,"['STA', 'Na. R.']",890,0.898558,49,42.0,2875-R,0.604933,77,1464.0,2896-R,0.600053,57,1463.0,2895-R
10267-S,slovenija,2022-11-28,202211,"['Planet TV', 'Vesna Marinac']",366,0.563745,47,176.0,2879-R,0.557521,55,5711.0,2935-R,0.548583,41,1454.0,2895-R
10268-S,sportal,2022-11-28,202211,['STA'],84,0.339131,55,3571.0,14258-R,0.333592,28,1970.0,14230-R,0.330845,59,1622.0,14224-R
10269-S,svet,2022-11-28,202211,['K. M.'],185,0.39597,55,5687.0,2935-R,0.389725,35,1430.0,2895-R,0.371303,47,4988.0,8262-R
10270-S,sportal,2022-11-28,202211,['Simon Kavčič'],964,0.611111,57,5680.0,2935-R,0.603719,65,5044.0,23010-R,0.60232,48,5044.0,19282-R
10271-S,sportal,2022-11-28,202211,['STA'],277,0.365985,55,4513.0,23004-R,0.353322,33,1408.0,2895-R,0.334316,51,650.0,2893-R
10272-S,digisvet,2022-11-28,202211,['STA'],300,0.459585,64,5646.0,2935-R,0.430942,56,3267.0,22999-R,0.424335,52,4947.0,8262-R
10273-S,sportal,2022-11-28,202211,['STA'],129,0.413515,59,1917.0,14230-R,0.396658,52,2111.0,14234-R,0.387947,61,2527.0,14236-R
10274-S,digisvet,2022-11-28,202211,['Srdjan Cvjetović'],345,0.475467,68,5712.0,19285-R,0.467107,73,4100.0,2909-R,0.463771,47,1386.0,2895-R
10275-S,sportal,2022-11-28,202211,['Pe. M.'],251,0.391127,46,3323.0,14255-R,0.351046,60,5533.0,19283-R,0.349334,49,1368.0,2895-R
10276-S,slovenija,2022-11-28,202211,['A. P. K.'],1190,0.62101,71,5687.0,19285-R,0.571124,72,5738.0,2938-R,0.5609,64,3316.0,14255-R
10277-S,svet,2022-11-28,202211,"['STA', 'Na. R.']",157,0.736428,23,31.0,8211-R,0.286274,55,3314.0,14255-R,0.265649,52,4257.0,2912-R
10278-S,slovenija,2022-11-28,202211,['STA'],612,0.688623,52,2889.0,2901-R,0.543579,54,3299.0,14255-R,0.541436,65,4965.0,23010-R
10279-S,svet,2022-11-28,202211,"['STA', 'Na. R.']",151,0.311729,69,1878.0,8229-R,0.303397,58,5595.0,2935-R,0.301412,45,1867.0,14230-R
10280-S,sportal,2022-11-28,202211,['STA'],417,0.719024,51,15.0,14198-R,0.504032,50,3282.0,14255-R,0.495638,53,1327.0,2895-R
10281-S,digisvet,2022-11-28,202211,['Matic Tomšič'],265,0.348367,42,1323.0,2895-R,0.346286,66,1863.0,8229-R,0.342703,61,4257.0,2915-R
10282-S,planet-tv,2022-11-28,202211,['S. E.'],296,0.364563,68,4907.0,23010-R,0.343511,43,4907.0,19282-R,0.33343,60,5451.0,19283-R
10283-S,slovenija,2022-11-28,202211,['STA'],287,0.54844,68,1282.0,2894-R,0.43841,54,1282.0,2895-R,0.39343,74,1283.0,2896-R
10284-S,sportal,2022-11-28,202211,['STA'],1042,0.367381,46,4840.0,8262-R,0.361139,65,4903.0,23010-R,0.349229,51,3412.0,14258-R
10285-S,sportal,2022-11-28,202211,['M. P.'],291,0.455694,52,3390.0,14258-R,0.434245,51,1981.0,14233-R,0.432696,50,1983.0,14234-R
10286-S,planet-tv,2022-11-28,202211,['Planet TV'],173,0.339002,71,4880.0,23010-R,0.324252,44,4880.0,19282-R,0.324039,41,1259.0,2895-R
10287-S,planet-tv,2022-11-28,202211,['Planet TV'],171,0.248401,45,1988.0,14235-R,0.245366,57,5422.0,19283-R,0.243281,67,4878.0,23010-R
10288-S,sportal,2022-11-28,202211,['M. P.'],314,0.533506,54,3350.0,14258-R,0.524914,48,1749.0,14230-R,0.524386,58,2359.0,14236-R
10289-S,slovenija,2022-11-28,202211,['A. P. K.'],265,0.362432,50,5562.0,2937-R,0.355925,55,4305.0,23004-R,0.328107,45,3155.0,14255-R
10290-S,slovenija,2022-11-28,202211,"['STA', 'K. M.']",155,0.479493,43,4752.0,8262-R,0.460961,62,5451.0,2935-R,0.460405,38,1194.0,2895-R
10291-S,sportal,2022-11-28,202211,"['STA', 'A. T. K.']",716,0.664121,57,3137.0,14255-R,0.566566,52,4783.0,14280-R,0.546697,56,1905.0,14234-R
10292-S,sportal,2022-11-28,202211,['Pe. M.'],309,0.474941,64,5429.0,2935-R,0.462235,60,1701.0,14230-R,0.462151,56,1895.0,14234-R
10293-S,sportal,2022-11-28,202211,"['STA', 'A. T. K.']",228,0.481656,63,4723.0,8262-R,0.468341,63,3295.0,14258-R,0.467856,69,1694.0,14230-R
10294-S,sportal,2022-11-28,202211,,1095,0.506433,68,4783.0,23010-R,0.493963,46,4783.0,19282-R,0.481775,42,1162.0,2895-R
10295-S,planet-tv,2022-11-28,202211,,366,0.452213,68,4762.0,23010-R,0.416642,48,1141.0,2895-R,0.41549,48,4762.0,19282-R
10296-S,slovenija,2022-11-28,202211,"['STA', 'D.K.']",473,0.609274,39,1123.0,2895-R,0.540361,75,4482.0,2927-R,0.539189,72,1124.0,2896-R
10297-S,slovenija,2022-11-28,202211,['Aleksander Kolednik'],949,0.52151,74,1121.0,2895-R,0.510751,71,5378.0,2935-R,0.495793,78,4480.0,2927-R
10298-S,slovenija,2022-11-28,202211,"['STA', 'D.K.']",370,0.69074,56,5353.0,2935-R,0.676999,40,1096.0,2895-R,0.671659,44,4654.0,8262-R
10299-S,slovenija,2022-11-28,202211,"['STA', 'Planet TV', 'D.K.']",868,0.829192,48,300.0,2892-R,0.716022,63,5342.0,2935-R,0.711201,49,4643.0,8262-R
10300-S,sportal,2022-11-28,202211,['STA'],247,0.623689,56,3206.0,14258-R,0.575678,51,1797.0,14233-R,0.567443,41,2743.0,14251-R
10301-S,sportal,2022-11-28,202211,,120,0.385368,45,3253.0,14261-R,0.375104,46,3021.0,14255-R,0.361112,53,1789.0,14234-R
10302-S,slovenija,2022-11-28,202211,"['D.K.', 'Na. R.']",744,0.702167,66,207.0,2891-R,0.565038,60,4607.0,8262-R,0.552765,61,5306.0,2935-R
10303-S,posel-danes,2022-11-28,202211,"['STA', 'D.K.']",324,0.503441,32,1014.0,2895-R,0.498557,65,5271.0,2935-R,0.46296,46,4572.0,8262-R
10304-S,slovenija,2022-11-28,202211,"['STA', 'K. M.']",440,0.528743,62,4442.0,2929-R,0.520763,65,4237.0,2924-R,0.518398,51,1010.0,2895-R
10305-S,slovenija,2022-11-28,202211,"['STA', 'Planet TV', 'D.K.']",226,0.568508,51,1415.0,8227-R,0.512966,58,2777.0,8241-R,0.492316,35,2959.0,14255-R
10306-S,planet-tv,2022-11-28,202211,['E. R.'],285,0.55571,66,5235.0,2935-R,0.545784,61,1699.0,14233-R,0.539351,60,4536.0,8262-R
10307-S,crna-kronika,2022-11-28,202211,"['STA', 'D.K.']",150,0.334682,59,5231.0,2935-R,0.325958,33,1503.0,14230-R,0.32522,46,1697.0,14234-R
10308-S,svet,2022-11-28,202211,"['STA', 'D.K.']",222,0.469996,75,4322.0,2927-R,0.462754,59,5220.0,2935-R,0.461477,43,4521.0,8262-R
10309-S,slovenija,2022-11-28,202211,['Aleš Žužek'],847,0.488575,70,4512.0,2933-R,0.470356,48,1697.0,2900-R,0.464194,34,97.0,2889-R
10310-S,planet-tv,2022-11-28,202211,['Planet TV'],421,0.541848,50,933.0,2895-R,0.535291,55,4491.0,8262-R,0.535238,72,4292.0,2927-R
10311-S,trendi,2022-11-28,202211,['K. M.'],280,0.335995,68,5091.0,19283-R,0.301192,63,5472.0,14286-R,0.296398,69,1455.0,14230-R
10312-S,sportal,2022-11-28,202211,['A. T. K.'],125,0.37316,39,1053.0,14223-R,0.338392,37,2877.0,14255-R,0.319999,46,1653.0,14235-R
10313-S,posel-danes,2022-11-28,202211,,1188,0.586587,64,4540.0,23010-R,0.572136,46,919.0,2895-R,0.570274,52,4540.0,19282-R
10314-S,svet,2022-11-28,202211,['D.K.'],141,0.363921,55,1317.0,8227-R,0.360595,50,2861.0,14255-R,0.339877,52,908.0,14218-R
10315-S,posel-danes,2022-11-28,202211,"['STA', 'D.K.']",166,0.409163,78,5649.0,8270-R,0.407353,50,1621.0,14234-R,0.400159,52,5333.0,2940-R
10316-S,sportal,2022-11-28,202211,['R. Sp.'],120,0.371759,68,5149.0,2935-R,0.370211,60,892.0,2895-R,0.363799,62,1615.0,14234-R
10317-S,trendi,2022-11-28,202211,,499,0.513354,61,5142.0,2935-R,0.496142,58,5535.0,14289-R,0.492684,51,4506.0,19282-R
10318-S,slovenija,2022-11-28,202211,"['STA', 'D.K.']",342,0.463687,60,5121.0,2935-R,0.451563,38,864.0,2895-R,0.439006,45,4422.0,8262-R
10319-S,sportal,2022-11-28,202211,['A. T. K.'],218,0.511967,61,2992.0,14258-R,0.501641,56,794.0,14216-R,0.496116,60,1583.0,14233-R
10320-S,trendi,2022-11-28,202211,,1208,0.541083,70,4482.0,23010-R,0.523627,56,2816.0,14255-R,0.50117,62,4414.0,19281-R
10321-S,slovenija,2022-11-28,202211,['D.K.'],233,0.502605,62,4407.0,2933-R,0.436801,52,4097.0,2926-R,0.343891,59,5099.0,2935-R
10322-S,sportal,2022-11-28,202211,['A. T. K.'],602,0.613071,79,677.0,14215-R,0.559711,76,5092.0,2935-R,0.558251,76,1558.0,14234-R
10323-S,slovenija,2022-11-28,202211,"['STA', 'K. M.']",439,0.554108,60,4053.0,2924-R,0.514618,60,5083.0,2935-R,0.508785,43,1355.0,14230-R
10324-S,avtomoto,2022-11-28,202211,['Gašper Pirman'],355,0.462042,43,816.0,2895-R,0.444992,63,4437.0,23010-R,0.435645,46,4437.0,19282-R
10325-S,slovenija,2022-11-28,202211,"['STA', 'K. M.']",689,0.523176,67,5760.0,2953-R,0.506784,63,5069.0,2935-R,0.501326,36,812.0,2895-R
10326-S,planet-tv,2022-11-28,202211,['Oglasno sporočilo'],511,0.425677,64,4218.0,19277-R,0.360205,56,3911.0,23004-R,0.356178,64,5754.0,2953-R
10327-S,slovenija,2022-11-28,202211,"['STA', 'K. M.']",369,0.463969,56,4232.0,2929-R,0.419496,63,2280.0,14244-R,0.413554,60,1521.0,14233-R
10328-S,planet-tv,2022-11-28,202211,['E. R.'],304,0.629163,66,4410.0,23010-R,0.585135,42,4410.0,19282-R,0.565125,57,5046.0,2935-R
10329-S,svet,2022-11-28,202211,"['D.K.', 'STA']",2485,0.780579,52,4347.0,8262-R,0.745354,65,5046.0,2935-R,0.734166,57,789.0,2895-R
10330-S,sportal,2022-11-28,202211,['B. B.'],414,0.571694,73,4401.0,23010-R,0.56602,32,2735.0,14255-R,0.549984,35,780.0,2895-R
10331-S,slovenija,2022-11-28,202211,"['STA', 'D.K.']",299,0.561586,21,4139.0,2928-R,0.498275,68,5696.0,2953-R,0.435471,34,748.0,2895-R
10332-S,avtomoto,2022-11-28,202211,"['D.K.', 'A. P. K.']",31,0.151985,53,5101.0,2937-R,0.129885,55,3844.0,23004-R,0.129126,48,3673.0,14266-R
10333-S,sportal,2022-11-28,202211,"['STA', 'A. T. K.', 'Š. L.']",289,0.51267,55,911.0,14224-R,0.507287,57,2860.0,14258-R,0.492387,63,1105.0,14229-R
10334-S,svet,2022-11-28,202211,"['STA', 'Planet TV', 'D.K.']",423,0.526285,69,1197.0,8228-R,0.508957,66,5727.0,8273-R,0.486744,45,2684.0,14255-R
10335-S,sportal,2022-11-28,202211,['STA'],366,0.380474,62,4980.0,2935-R,0.378572,70,5721.0,8273-R,0.377992,58,1252.0,14230-R
10336-S,dom,2022-11-28,202211,,1242,0.57418,68,4341.0,23010-R,0.562847,66,5668.0,2953-R,0.562718,47,720.0,2895-R
10337-S,trendi,2022-11-28,202211,,1468,0.578757,65,5668.0,2953-R,0.568,71,4341.0,23010-R,0.563188,32,2675.0,14255-R
10338-S,trendi,2022-11-28,202211,,926,0.637294,61,4977.0,2935-R,0.619106,31,1249.0,14230-R,0.616296,44,4278.0,8262-R
10339-S,slovenija,2022-11-28,202211,,353,0.378917,78,1260.0,8229-R,0.351395,74,5668.0,2953-R,0.343359,78,722.0,2897-R
10340-S,slovenija,2022-11-28,202211,"['STA', 'D.K.']",308,0.447494,66,5663.0,2953-R,0.426145,55,5077.0,2937-R,0.420342,48,2670.0,14255-R
10341-S,avtomoto,2022-11-28,202211,,1296,0.514767,65,5735.0,19292-R,0.509757,66,4281.0,23010-R,0.501502,44,4281.0,19282-R
10342-S,dom,2022-11-28,202211,['Siol.net/ A. P. K.'],664,0.431806,33,2615.0,14255-R,0.417616,70,5608.0,2953-R,0.41523,28,4213.0,19281-R
10343-S,sportal,2022-11-28,202211,['Špela Lenart'],973,0.530588,58,1709.0,14236-R,0.529405,49,150.0,14214-R,0.463419,53,5220.0,14289-R
10344-S,sportal,2022-11-28,202211,['Sportal'],1027,0.593621,52,5190.0,14289-R,0.571319,54,1261.0,14233-R,0.570672,57,2670.0,14258-R
10345-S,sportal,2022-11-27,202211,"['M. P.', 'Š. L.']",705,0.195177,47,4775.0,14286-R,0.190968,57,4394.0,19283-R,0.165373,47,3819.0,14279-R
10346-S,sportal,2022-11-27,202211,"['R. P.', 'M. P.', 'Š. L.']",1357,0.673926,48,391.0,14224-R,0.661175,66,585.0,14229-R,0.637257,50,1690.0,14244-R
10347-S,slovenija,2022-11-27,202211,"['STA', 'A. K.']",462,0.665743,69,193.0,2896-R,0.596574,40,192.0,2895-R,0.583292,70,3551.0,2927-R
10348-S,trendi,2022-11-27,202211,['Sa. B.'],253,0.422174,61,4842.0,14289-R,0.39079,63,2322.0,14258-R,0.390054,69,721.0,14230-R
10349-S,avtomoto,2022-11-27,202211,['Gašper Pirman'],547,0.492395,59,4439.0,2935-R,0.48666,44,3740.0,8262-R,0.477029,66,5130.0,2953-R
10350-S,svet,2022-11-27,202211,['Aleš Žužek'],1464,0.672079,71,5257.0,19292-R,0.650371,31,182.0,2895-R,0.643748,60,4439.0,2935-R
10351-S,svet,2022-11-27,202211,"['STA', 'M. T.']",118,0.487266,57,2305.0,14258-R,0.465446,56,356.0,14224-R,0.458309,64,550.0,14229-R
10352-S,slovenija,2022-11-27,202211,['A. K.'],373,0.687015,61,172.0,2895-R,0.58946,63,4429.0,2935-R,0.574461,70,173.0,2896-R
10353-S,slovenija,2022-11-27,202211,"['STA', 'A. K.', 'Ka. N.']",436,0.731138,75,156.0,2896-R,0.592383,46,155.0,2895-R,0.552783,77,3514.0,2927-R
10354-S,sportal,2022-11-27,202211,['STA'],225,0.474316,51,128.0,2895-R,0.468881,63,4385.0,2935-R,0.456693,51,3686.0,8262-R
10355-S,slovenija,2022-11-27,202211,"['STA', 'A. K.', 'K. M.', 'Planet TV']",279,0.693345,43,114.0,2895-R,0.63308,71,115.0,2896-R,0.594451,71,3473.0,2927-R
10356-S,sportal,2022-11-27,202211,"['STA', 'R. P.']",374,0.526786,51,2212.0,14258-R,0.519743,58,803.0,14233-R,0.503905,61,4339.0,2935-R
10357-S,crna-kronika,2022-11-27,202211,"['STA', 'M. T.']",69,0.285682,55,2189.0,14258-R,0.282601,41,5569.0,14302-R,0.278301,46,61.0,14218-R
10358-S,sportal,2022-11-27,202211,"['M. P.', 'Š. L.']",841,0.188379,58,4595.0,14286-R,0.183006,65,4214.0,19283-R,0.161526,64,3639.0,14279-R
10359-S,slovenija,2022-11-27,202211,"['STA', 'A. K.', 'Planet TV', 'Na. R.']",622,0.633954,40,37.0,2895-R,0.572608,66,5112.0,19292-R,0.563585,56,4294.0,2935-R
10360-S,sportal,2022-11-27,202211,"['STA', 'Pe. M.']",739,0.460256,58,5679.0,14304-R,0.457657,62,1176.0,14236-R,0.452537,50,760.0,14234-R
10361-S,slovenija,2022-11-27,202211,"['A. K.', 'Planet TV', 'A. P. K.']",674,0.671644,76,33.0,2896-R,0.647733,66,32.0,2895-R,0.609088,72,3653.0,23010-R
10362-S,sportal,2022-11-27,202211,['STA'],401,0.559761,55,2149.0,14258-R,0.523645,52,740.0,14233-R,0.505436,52,4669.0,14289-R
10363-S,sportal,2022-11-27,202211,['R. P.'],296,0.403889,57,4668.0,14289-R,0.393305,62,547.0,14230-R,0.386734,57,2148.0,14258-R
10364-S,slovenija,2022-11-27,202211,"['STA', 'R. K.']",270,0.38701,43,750.0,2900-R,0.370978,66,3565.0,2933-R,0.362825,48,3255.0,2926-R
10365-S,svet,2022-11-27,202211,"['STA', 'M. T.', 'Planet TV']",265,0.523682,71,431.0,8228-R,0.443089,68,1548.0,8237-R,0.440694,69,4961.0,8273-R
10366-S,sportal,2022-11-27,202211,['Š. L.'],359,0.557137,58,143.0,14224-R,0.548478,53,3563.0,14280-R,0.540724,65,337.0,14229-R
10367-S,sportal,2022-11-27,202211,['STA'],104,0.367974,42,1531.0,14248-R,0.366176,56,2078.0,14258-R,0.355135,51,669.0,14233-R
10368-S,sportal,2022-11-27,202211,"['STA', 'Š. L.']",655,0.581412,39,4222.0,14284-R,0.560477,26,1876.0,19265-R,0.55547,30,1890.0,14255-R
10369-S,sportal,2022-11-27,202211,"['STA', 'Š. L.']",290,0.108782,45,5572.0,14305-R,0.097176,60,4085.0,19283-R,0.092561,57,5290.0,14298-R
10370-S,slovenija,2022-11-27,202211,"['STA', 'Matic Tomšič', 'N. V.']",637,0.600551,31,666.0,2900-R,0.586842,55,3380.0,2930-R,0.503778,62,4898.0,2954-R
10371-S,sportal,2022-11-27,202211,['STA'],411,0.920299,33,114.0,14227-R,0.527137,53,4534.0,14289-R,0.500185,49,605.0,14233-R
10372-S,sportal,2022-11-27,202211,['STA'],357,0.21636,59,4042.0,19283-R,0.214438,44,4423.0,14286-R,0.188787,34,3467.0,14279-R
10373-S,sportal,2022-11-27,202211,"['STA', 'R. P.', 'M. P.']",290,0.360953,58,1992.0,14258-R,0.356374,57,4512.0,14289-R,0.344485,53,5639.0,14306-R
10374-S,sportal,2022-11-27,202211,['STA'],213,0.960547,41,1.0,14225-R,0.508077,57,1917.0,14258-R,0.484055,57,508.0,14233-R
10375-S,sportal,2022-11-27,202211,['Rok Plestenjak'],5831,0.825588,68,4852.0,19292-R,0.784932,68,3398.0,23010-R,0.766352,53,3398.0,19282-R
10376-S,sportal,2022-11-27,202211,['STA'],447,0.907642,18,69.0,14228-R,0.659758,53,1417.0,14250-R,0.634074,58,493.0,14233-R
10377-S,slovenija,2022-11-27,202211,['N. V.'],184,0.348399,53,4678.0,2955-R,0.342189,53,5512.0,23022-R,0.331365,61,4632.0,14296-R
10378-S,sportal,2022-11-27,202211,['STA'],87,0.35734,59,4626.0,14296-R,0.329446,48,5506.0,23022-R,0.31895,39,1837.0,14261-R
10379-S,sportal,2022-11-27,202211,['M. P.'],400,0.477785,35,1605.0,14255-R,0.466439,50,5247.0,14303-R,0.46065,47,5747.0,14311-R
10380-S,svet,2022-11-27,202211,"['STA', 'N. V.']",296,0.738107,67,9.0,8226-R,0.520006,65,4635.0,8273-R,0.454153,50,1578.0,8243-R
10381-S,svet,2022-11-27,202211,"['STA', 'N. V.']",229,0.623688,54,1325.0,8241-R,0.519896,61,3809.0,2935-R,0.512969,71,4550.0,8273-R
10382-S,sportal,2022-11-27,202211,"['M. P.', 'S. K.']",618,0.654768,49,231.0,14233-R,0.590344,55,1640.0,14258-R,0.495097,54,4160.0,14289-R
10383-S,sportal,2022-11-27,202211,['STA'],376,0.559596,37,1460.0,14255-R,0.55253,62,3762.0,2935-R,0.551972,50,228.0,14234-R
10384-S,slovenija,2022-11-27,202211,"['STA', 'N. V.']",253,0.354713,56,3051.0,19281-R,0.345316,50,1453.0,14255-R,0.345022,57,4148.0,14289-R
10385-S,slovenija,2022-11-27,202211,"['STA', 'N. V.']",93,0.32339,53,1417.0,14255-R,0.317053,61,4972.0,14302-R,0.31134,61,4066.0,14287-R
10386-S,sportal,2022-11-27,202211,['M. P.'],187,0.481757,51,920.0,14244-R,0.481188,55,1570.0,14258-R,0.477161,59,3697.0,2935-R
10387-S,sportal,2022-11-27,202211,['M. P.'],567,0.654049,50,113.0,14234-R,0.55181,66,4465.0,19292-R,0.543196,59,3647.0,2935-R
10388-S,sportal,2022-11-27,202211,['STA'],137,0.355975,60,3637.0,2935-R,0.352401,38,2808.0,14275-R,0.340591,54,101.0,14233-R
10389-S,trendi,2022-11-27,202211,['N. V.'],184,0.692017,28,945.0,22995-R,0.551522,60,3600.0,2935-R,0.54593,55,3993.0,14289-R
10391-S,trendi,2022-11-27,202211,"['STA', 'N. V.']",423,0.564525,70,2515.0,19274-R,0.562527,52,3979.0,14289-R,0.531203,49,5755.0,14322-R
10392-S,sportal,2022-11-27,202211,"['M. P.', 'S. K.']",292,0.408726,58,409.0,14236-R,0.404925,47,5696.0,14322-R,0.395259,52,2710.0,14276-R
10393-S,sportal,2022-11-27,202211,['Špela Lenart'],1291,0.712943,58,389.0,14236-R,0.634004,52,1380.0,14258-R,0.620064,52,3900.0,14289-R
10394-S,sportal,2022-11-27,202211,['Sportal'],1194,0.576222,53,3750.0,14289-R,0.571455,57,1230.0,14258-R,0.570463,51,5526.0,14322-R
10395-S,sportal,2022-11-27,202211,['Alenka Teran Košir'],1905,0.689001,85,4175.0,19292-R,0.674289,83,2658.0,8262-R,0.661321,85,3357.0,2935-R
10396-S,sportal,2022-11-26,202211,"['STA', 'M. P.', 'S. K.']",534,0.46898,47,302.0,14246-R,0.396236,55,924.0,14258-R,0.376181,54,3444.0,14289-R
10397-S,avtomoto,2022-11-26,202211,['Gregor Pavšič'],319,0.489394,56,3413.0,14289-R,0.480552,64,3020.0,2935-R,0.476129,60,5189.0,14322-R
10398-S,digisvet,2022-11-26,202211,['Srdjan Cvjetović'],2364,0.759235,68,3834.0,19292-R,0.725525,40,2380.0,19282-R,0.713461,70,2380.0,23010-R
10399-S,sportal,2022-11-26,202211,"['M. P.', 'Š. L.']",981,0.618706,54,218.0,14244-R,0.611104,53,533.0,14253-R,0.610672,51,5164.0,14322-R
10400-S,sportal,2022-11-26,202211,"['STA', 'Sportal']",507,0.487737,51,5695.0,14326-R,0.487372,54,837.0,14258-R,0.485873,53,5133.0,14322-R
10401-S,sportal,2022-11-26,202211,['STA'],288,0.372735,34,658.0,14255-R,0.346275,51,2304.0,14280-R,0.336244,51,5161.0,8293-R
10402-S,slovenija,2022-11-26,202211,"['STA', 'D.K.']",177,0.58876,15,217.0,2901-R,0.376348,60,3620.0,2953-R,0.374747,59,2929.0,2935-R
10403-S,sportal,2022-11-26,202211,"['STA', 'Pe. M.']",296,0.632672,33,14.0,14239-R,0.472988,39,622.0,14255-R,0.471951,49,5093.0,14322-R
10404-S,sportal,2022-11-26,202211,"['STA', 'Sportal']",413,0.255413,52,4429.0,14306-R,0.233199,49,5640.0,14326-R,0.222719,66,3256.0,14287-R
10405-S,sportal,2022-11-26,202211,"['M. P.', 'S. K.']",439,0.405136,56,282.0,14251-R,0.301248,60,745.0,14258-R,0.289944,55,3161.0,14286-R
10406-S,sportal,2022-11-26,202211,['STA'],417,0.574926,50,5017.0,14322-R,0.557232,53,3241.0,14289-R,0.554908,54,721.0,14258-R
10407-S,sportal,2022-11-26,202211,['STA'],162,0.562402,52,3220.0,14289-R,0.526062,54,700.0,14258-R,0.52279,50,4996.0,14322-R
10408-S,sportal,2022-11-26,202211,['Simon Kavčič'],601,0.6731,76,3606.0,19292-R,0.624121,75,2152.0,23010-R,0.600978,76,4816.0,14315-R
10409-S,sportal,2022-11-26,202211,"['STA', 'Š. L.']",234,0.444321,51,4913.0,14322-R,0.426171,40,442.0,14255-R,0.423246,53,617.0,14258-R
10410-S,sportal,2022-11-26,202211,['STA'],337,0.527665,63,5760.0,9795-R,0.491497,54,3090.0,14289-R,0.481079,56,3810.0,14298-R
10411-S,sportal,2022-11-26,202211,['STA'],252,0.972996,16,3.0,14248-R,0.643712,55,550.0,14258-R,0.566895,54,4846.0,14322-R
10412-S,svet,2022-11-26,202211,"['STA', 'D.K.']",206,0.851063,21,40.0,8238-R,0.470848,62,2666.0,2935-R,0.464512,53,4867.0,8293-R
10413-S,trendi,2022-11-26,202211,['R. K.'],126,0.412937,60,3054.0,14289-R,0.391893,60,6.0,22995-R,0.387685,62,534.0,14258-R
10414-S,svet,2022-11-26,202211,"['STA', 'D.K.']",259,0.484175,66,4792.0,8293-R,0.480088,73,3332.0,8273-R,0.468508,66,2591.0,2935-R
10415-S,sportal,2022-11-26,202211,['STA'],260,0.566618,63,458.0,14258-R,0.516221,64,4754.0,14322-R,0.5078,63,2978.0,14289-R
10416-S,slovenija,2022-11-26,202211,"['STA', 'D.K.']",272,0.520546,71,1473.0,2922-R,0.467528,71,2573.0,2935-R,0.460221,68,4774.0,8293-R
10417-S,sportal,2022-11-26,202211,['STA'],315,0.434242,41,258.0,14255-R,0.423882,42,5732.0,14335-R,0.41617,42,5554.0,19305-R
10418-S,sportal,2022-11-26,202211,['STA'],75,0.377281,57,415.0,14258-R,0.373078,41,1713.0,14275-R,0.369001,54,4650.0,23028-R
10419-S,sportal,2022-11-26,202211,,226,0.389973,45,5671.0,14335-R,0.378342,48,5700.0,2993-R,0.377569,48,3752.0,14302-R
10420-S,trendi,2022-11-26,202211,,355,0.49809,64,2479.0,2935-R,0.48956,55,5473.0,19305-R,0.48633,69,5323.0,2983-R
10421-S,sportal,2022-11-26,202211,['STA'],248,0.497271,34,141.0,19265-R,0.484452,50,4658.0,8293-R,0.482322,65,3148.0,2953-R
10422-S,posel-danes,2022-11-26,202211,,148,0.419923,58,2449.0,2935-R,0.404455,41,1750.0,8262-R,0.398705,73,1551.0,2927-R
10423-S,svet,2022-11-26,202211,"['STA', 'R. K.']",215,0.550377,69,3174.0,8273-R,0.541241,48,1734.0,8262-R,0.540726,56,4634.0,8293-R
10424-S,avtomoto,2022-11-26,202211,['Gregor Pavšič'],159,0.352539,53,3974.0,23022-R,0.346208,77,5558.0,2992-R,0.329847,48,1223.0,23004-R
10425-S,slovenija,2022-11-26,202211,"['STA', 'R. K.']",186,0.59513,53,651.0,2908-R,0.380305,63,3020.0,2953-R,0.33952,47,970.0,2912-R
10426-S,sportal,2022-11-26,202211,"['M. P.', 'S. K.']",743,0.731203,45,192.0,14258-R,0.574072,48,4488.0,14322-R,0.557942,51,2712.0,14289-R
10427-S,avtomoto,2022-11-26,202211,['Gregor Pavšič'],149,0.283623,45,4431.0,2977-R,0.271103,55,1126.0,23004-R,0.256423,74,735.0,2909-R
