id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
6254-S,sportal,2023-01-15,202301,['S. K.'],232,0.514639,47,2184.0,18733-R,0.45528,50,132.0,22512-R,0.454304,50,4906.0,13369-R
6255-S,sportal,2023-01-15,202301,"['S. K.', 'Pe. M.']",139,0.503028,61,1857.0,13333-R,0.492124,69,2165.0,13336-R,0.48653,70,5119.0,22555-R
6256-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],396,0.545035,56,2154.0,13336-R,0.515952,53,1846.0,13333-R,0.514339,46,1817.0,13331-R
6257-S,sportal,2023-01-15,202301,"['R. P.', 'Š. L.']",923,0.651384,59,1807.0,13333-R,0.618109,50,152.0,13310-R,0.602119,62,2115.0,13336-R
6258-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],136,0.912014,26,1.0,13308-R,0.405281,65,2051.0,13336-R,0.37104,72,5005.0,22555-R
6259-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],59,0.377188,59,4903.0,2316-R,0.370546,48,3305.0,2294-R,0.349666,54,3131.0,2292-R
6260-S,svet,2023-01-15,202301,['STA'],281,0.741937,64,529.0,7498-R,0.53633,79,3260.0,7524-R,0.534082,81,4777.0,7543-R
6261-S,sportal,2023-01-15,202301,['Matej Podgoršek'],2511,0.749268,68,2006.0,18733-R,0.741679,60,2057.0,13339-R,0.71288,64,4623.0,13365-R
6262-S,sportal,2023-01-15,202301,"['Š. L.', 'STA/Katja Kodba']",542,0.860916,30,1416.0,13326-R,0.573873,56,1979.0,18733-R,0.538073,50,1952.0,13335-R
6263-S,sportal,2023-01-15,202301,"['S. K.', 'Pe. M.']",744,0.115902,49,1845.0,22526-R,0.115097,51,3632.0,22542-R,0.112832,50,4154.0,13360-R
6264-S,slovenija,2023-01-15,202301,['STA'],68,0.204059,56,1495.0,13330-R,0.200299,36,1924.0,18733-R,0.196211,60,3164.0,2293-R
6265-S,svet,2023-01-15,202301,['A. P. K.'],674,0.455362,58,3021.0,2292-R,0.452454,78,4908.0,7546-R,0.450226,38,3440.0,2299-R
6266-S,avtomoto,2023-01-15,202301,['Gregor Pavšič'],434,0.316895,70,4878.0,22555-R,0.313239,60,1924.0,13336-R,0.307784,42,2702.0,22532-R
6267-S,svet,2023-01-15,202301,['STA'],239,0.58115,54,80.0,7493-R,0.479787,53,3427.0,2299-R,0.477784,63,3008.0,2292-R
6268-S,sportal,2023-01-15,202301,['S. K.'],342,0.648515,73,1880.0,18733-R,0.641649,65,5668.0,2320-R,0.627328,69,1425.0,18726-R
6269-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],312,0.080029,35,5664.0,18759-R,0.070797,36,1746.0,22526-R,0.069529,65,2947.0,18740-R
6270-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],270,0.584733,56,1593.0,13333-R,0.583635,55,4758.0,2316-R,0.56975,58,1901.0,13336-R
6271-S,sportal,2023-01-15,202301,['Š. L.'],203,0.498914,37,1857.0,18733-R,0.459062,39,4786.0,13374-R,0.45311,69,4474.0,13365-R
6272-S,svet,2023-01-15,202301,['STA'],235,0.569827,53,1850.0,18733-R,0.518516,65,1821.0,7513-R,0.507141,79,4621.0,7543-R
6273-S,svet,2023-01-15,202301,['STA'],155,0.827546,0,10.0,7491-R,0.435383,39,1827.0,18733-R,0.387828,66,4444.0,13365-R
6274-S,sportal,2023-01-15,202301,['M. P.'],614,0.659617,76,1757.0,18733-R,0.654465,65,444.0,13323-R,0.652631,68,1791.0,13336-R
6275-S,trendi,2023-01-15,202301,['Siol.net/ A. P. K.'],2783,0.456666,55,2812.0,2289-R,0.451563,71,4722.0,7546-R,0.447284,54,3254.0,2299-R
6276-S,svet,2023-01-15,202301,"['K. M.', 'STA/Katja Kodba']",220,0.670038,76,232.0,7498-R,0.570129,84,4480.0,7543-R,0.530469,78,1680.0,7513-R
6277-S,sportal,2023-01-15,202301,"['Pe. M.', 'STA/Katja Kodba']",704,0.2034,61,2819.0,2292-R,0.201411,53,43.0,13315-R,0.190992,46,3357.0,22542-R
6278-S,sportal,2023-01-15,202301,"['M. P.', 'Pe. M.', 'Š. L.']",853,0.155582,44,3339.0,22542-R,0.144623,45,1552.0,22526-R,0.14234,58,2801.0,2292-R
6279-S,slovenija,2023-01-15,202301,['K. M.'],340,0.584199,72,30.0,2281-R,0.290831,61,2774.0,22536-R,0.277181,63,2725.0,2292-R
6280-S,svet,2023-01-15,202301,"['K. M.', 'STA/Katja Kodba']",419,0.789316,59,197.0,7500-R,0.573704,46,1593.0,18733-R,0.535989,68,1564.0,7513-R
6281-S,sportal,2023-01-15,202301,"['M. P.', 'STA/Katja Kodba']",631,0.607176,59,1620.0,13336-R,0.604743,60,1586.0,18733-R,0.598164,58,1312.0,13333-R
6282-S,sportal,2023-01-15,202301,['Š. L.'],454,0.65087,65,1571.0,18733-R,0.635826,60,1622.0,13339-R,0.594153,53,1544.0,13335-R
6283-S,slovenija,2023-01-15,202301,['K. M.'],118,0.194092,43,3201.0,22542-R,0.190833,62,2663.0,2292-R,0.175314,39,1544.0,18733-R
6284-S,sportal,2023-01-15,202301,['Pe. M.'],308,0.418289,38,4302.0,18755-R,0.379338,35,1543.0,18733-R,0.378578,37,1718.0,22529-R
6285-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],286,0.428256,63,4144.0,13365-R,0.414658,68,4515.0,22555-R,0.411725,54,1253.0,13333-R
6286-S,sportal,2023-01-15,202301,['Pe. M.'],394,0.618254,60,1547.0,13336-R,0.582904,45,2349.0,13343-R,0.534556,36,1210.0,13331-R
6287-S,sportal,2023-01-15,202301,['M. P.'],370,0.609915,61,4113.0,13365-R,0.609485,53,1547.0,13339-R,0.601188,47,5756.0,13397-R
6288-S,sportal,2023-01-15,202301,"['M. P.', 'Petra Mavrič', 'Š. L.']",1103,0.331919,51,3130.0,22542-R,0.30941,57,2592.0,2292-R,0.306679,30,152.0,13322-R
6289-S,svet,2023-01-15,202301,"['K. M.', 'STA/Katja Kodba']",199,0.436635,83,1466.0,18733-R,0.412269,81,4237.0,7543-R,0.411388,73,1437.0,7513-R
6290-S,sportal,2023-01-15,202301,['Boštjan Boh'],768,0.640796,45,1451.0,18733-R,0.604016,60,1485.0,13336-R,0.601661,54,2562.0,2291-R
6291-S,kolumne,2023-01-15,202301,['Majda Širca'],1504,0.714271,34,1437.0,18733-R,0.681915,35,1612.0,22529-R,0.64554,82,4208.0,7543-R
6292-S,slovenija,2023-01-15,202301,['David Kos'],1733,0.568813,57,1436.0,18733-R,0.55827,74,4442.0,7546-R,0.554561,47,4365.0,13374-R
6293-S,svet,2023-01-15,202301,"['K. M.', 'STA/Katja Kodba']",340,0.486406,58,1407.0,18733-R,0.479242,67,1378.0,7513-R,0.466103,56,1133.0,13333-R
6294-S,slovenija,2023-01-15,202301,"['K. M.', 'Planet TV', 'STA/Katja Kodba']",166,0.264332,73,1385.0,18733-R,0.260596,58,2923.0,2299-R,0.258841,67,5760.0,7566-R
6295-S,sportal,2023-01-15,202301,['STA/Katja Kodba'],141,0.391916,60,1404.0,13336-R,0.382171,63,915.0,18726-R,0.36701,50,5096.0,13384-R
6296-S,sportal,2023-01-15,202301,"['M. P.', 'S. K.', 'Pe. M.']",465,0.511434,52,1077.0,13333-R,0.508783,54,1351.0,18733-R,0.499651,42,4275.0,13373-R
6297-S,svet,2023-01-15,202301,"['K. M.', 'A. P. K.', 'STA/Katja Kodba']",838,0.658533,65,1321.0,7513-R,0.632499,79,4121.0,7543-R,0.603579,55,1350.0,18733-R
6298-S,svet,2023-01-15,202301,"['K. M.', 'STA/Katja Kodba']",556,0.516159,71,1300.0,7513-R,0.51446,53,2867.0,2299-R,0.513618,63,5704.0,7566-R
6299-S,avtomoto,2023-01-15,202301,['Gašper Pirman'],880,0.588622,49,1307.0,18733-R,0.572738,63,5682.0,7566-R,0.546228,71,4313.0,7546-R
6300-S,avtomoto,2023-01-15,202301,['Gregor Pavšič'],1030,0.612653,56,1306.0,18733-R,0.584514,64,5681.0,7566-R,0.574108,58,4197.0,2316-R
6301-S,sportal,2023-01-15,202301,"['M. P.', 'Š. L.']",423,0.640513,63,1323.0,13336-R,0.624797,53,1015.0,13333-R,0.609483,38,138.0,13324-R
6302-S,sportal,2023-01-15,202301,['Sportal'],937,0.439089,27,1151.0,18733-R,0.403536,70,5526.0,7566-R,0.403022,64,1185.0,13336-R
6303-S,sportal,2023-01-15,202301,['Boštjan Boh'],1349,0.758928,79,1151.0,18733-R,0.719289,64,1202.0,13339-R,0.719214,68,2212.0,13349-R
6304-S,sportal,2023-01-15,202301,['R. P.'],377,0.558828,62,967.0,18733-R,0.511555,55,5227.0,13397-R,0.507059,56,3689.0,13369-R
6305-S,sportal,2023-06-16,202306,"['R. P.', 'M. P.']",805,0.606827,56,797.0,10695-R,0.602123,57,3821.0,16995-R,0.593478,53,3269.0,238-R
6306-S,sportal,2023-06-16,202306,['Š. L.'],770,0.586321,52,1725.0,10707-R,0.520728,45,285.0,10688-R,0.515096,57,3816.0,16995-R
6307-S,trendi,2023-06-16,202306,"['N. V.', 'STA']",337,0.30225,63,1761.0,16975-R,0.291367,50,439.0,10690-R,0.275607,57,3792.0,16995-R
6308-S,avtomoto,2023-06-16,202306,['Gregor Pavšič'],588,0.53116,58,3786.0,16995-R,0.52015,51,3234.0,238-R,0.51804,63,4577.0,10740-R
6309-S,trendi,2023-06-16,202306,['Srdjan Cvjetović'],1987,0.646512,56,1581.0,214-R,0.632588,76,2392.0,231-R,0.615935,49,938.0,16968-R
6310-S,slovenija,2023-06-16,202306,"['R. K.', 'STA']",740,0.606384,58,3779.0,16995-R,0.598816,53,3227.0,238-R,0.570276,64,1864.0,5218-R
6311-S,kolumne,2023-06-16,202306,['Janez Šušteršič'],1830,0.689469,78,2383.0,231-R,0.688656,44,929.0,16968-R,0.679814,55,1572.0,214-R
6312-S,trendi,2023-06-16,202306,"['Igor Harb', '<picture data-alt=""Poletje \'91"" data-default-src=""/media/img/a5/29/c264d800f33544bc8cbc-poletje-91.jpeg"">']",4127,0.825246,59,926.0,16968-R,0.80168,69,925.0,21049-R,0.794536,62,1569.0,214-R
6313-S,sportal,2023-06-16,202306,['STA'],52,0.339434,57,4552.0,10740-R,0.326296,38,2079.0,10713-R,0.320741,40,3538.0,10732-R
6314-S,sportal,2023-06-16,202306,['STA'],174,0.460063,58,2303.0,10716-R,0.43166,55,3329.0,16989-R,0.431194,69,3614.0,16994-R
6315-S,sportal,2023-06-16,202306,['Špela Lenart'],1079,0.690881,61,2286.0,10716-R,0.681064,52,894.0,16968-R,0.678236,64,893.0,21049-R
6316-S,sportal,2023-06-16,202306,"['M. P.', 'STA']",280,0.475518,58,4472.0,10740-R,0.379549,36,1999.0,10713-R,0.377628,57,2228.0,10716-R
6317-S,svet,2023-06-16,202306,"['Na. R.', 'STA']",199,0.278624,56,3127.0,238-R,0.269565,60,3679.0,16995-R,0.26901,55,5126.0,5255-R
6318-S,trendi,2023-06-16,202306,['A. P. K.'],255,0.324961,35,2195.0,228-R,0.321032,54,2207.0,10716-R,0.319311,54,591.0,210-R
6319-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",533,0.618172,80,3647.0,16995-R,0.610448,88,1732.0,5218-R,0.601009,84,2194.0,10716-R
6320-S,slovenija,2023-06-16,202306,"['Planet TV', 'Špela Plešnik']",242,0.443065,60,3624.0,16995-R,0.422241,61,3072.0,238-R,0.407321,68,3555.0,21066-R
6321-S,sportal,2023-06-16,202306,"['M. P.', 'STA']",394,0.547588,57,3586.0,16995-R,0.53935,51,4321.0,10737-R,0.535563,54,2133.0,10716-R
6322-S,sportal,2023-06-16,202306,['STA'],188,0.747991,45,18.0,10686-R,0.355852,72,3434.0,16994-R,0.354538,40,4877.0,10749-R
6323-S,sportal,2023-06-16,202306,['Jaka Lopatič'],339,0.598386,64,345.0,10692-R,0.588008,76,3419.0,16994-R,0.57991,64,1879.0,10713-R
6324-S,sportal,2023-06-16,202306,['STA'],328,0.832875,23,39.0,10689-R,0.485976,56,2093.0,10716-R,0.485539,64,27.0,5198-R
6325-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",518,0.53926,63,3478.0,246-R,0.43534,76,2152.0,231-R,0.426403,76,3049.0,240-R
6326-S,crna-kronika,2023-06-16,202306,['Na. R.'],248,0.190339,61,1676.0,221-R,0.190295,56,177.0,10690-R,0.184689,53,1221.0,10700-R
6327-S,sportal,2023-06-16,202306,"['M. P.', 'STA']",886,0.829215,49,414.0,10693-R,0.693312,54,4317.0,10740-R,0.675279,57,680.0,21049-R
6328-S,slovenija,2023-06-16,202306,"['Na. R.', 'M. Š.', 'STA']",1024,0.694846,77,1591.0,5218-R,0.682747,73,3364.0,16994-R,0.67713,55,3506.0,16995-R
6329-S,sportal,2023-06-16,202306,"['M. P.', 'STA']",119,0.29974,50,3513.0,10735-R,0.290872,51,1486.0,10710-R,0.267856,42,285.0,10692-R
6330-S,digisvet,2023-06-16,202306,"['Matic Tomšič', 'STA']",409,0.428308,66,3492.0,16995-R,0.42603,64,4636.0,265-R,0.416341,62,4907.0,5254-R
6331-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",776,0.640773,80,2995.0,240-R,0.620035,63,3424.0,246-R,0.59507,57,1287.0,214-R
6332-S,svet,2023-06-16,202306,"['St. M.', 'STA']",378,0.583657,72,1562.0,5218-R,0.558455,56,1275.0,214-R,0.554642,57,4924.0,5255-R
6333-S,svet,2023-06-16,202306,"['St. M.', 'STA']",394,0.883917,28,1.0,5199-R,0.491684,58,4898.0,5255-R,0.484847,71,1536.0,5218-R
6334-S,sportal,2023-06-16,202306,['Jaka Lopatič'],710,0.6984,50,350.0,10694-R,0.66089,54,1767.0,10713-R,0.64583,51,233.0,10692-R
6335-S,posel-danes,2023-06-16,202306,"['St. M.', 'STA']",152,0.330797,62,2894.0,238-R,0.310591,68,3377.0,21066-R,0.310351,62,3446.0,16995-R
6336-S,trendi,2023-06-16,202306,['A. P. K.'],285,0.557044,56,1981.0,10716-R,0.547809,57,1232.0,214-R,0.530516,57,588.0,21049-R
6337-S,posel-danes,2023-06-16,202306,"['Na. R.', 'STA']",610,0.58276,56,3416.0,16995-R,0.565035,54,1963.0,10716-R,0.551562,69,1501.0,5218-R
6338-S,sportal,2023-06-16,202306,['STA'],244,0.568507,39,2942.0,10725-R,0.459515,37,1080.0,10701-R,0.386236,54,3386.0,16995-R
6339-S,svet,2023-06-16,202306,"['St. M.', 'STA']",310,0.948603,37,49.0,5203-R,0.481535,56,2814.0,238-R,0.447274,57,3366.0,16995-R
6340-S,trendi,2023-06-16,202306,['Sa. B.'],401,0.567919,52,3363.0,16995-R,0.541073,50,2811.0,238-R,0.533339,54,1910.0,10716-R
6341-S,sportal,2023-06-16,202306,['Matej Podgoršek'],954,0.568211,59,3361.0,16995-R,0.539845,51,4096.0,10737-R,0.533138,51,472.0,10696-R
6342-S,sportal,2023-06-16,202306,['Simon Kavčič'],2579,0.216934,68,4.0,10690-R,0.206783,69,1503.0,221-R,0.204767,67,1048.0,10700-R
6343-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",192,0.382731,65,4684.0,269-R,0.349923,63,164.0,16964-R,0.336196,64,3360.0,10735-R
6344-S,posel-danes,2023-06-16,202306,"['A. K.', 'STA']",374,0.502769,77,1504.0,223-R,0.425399,53,1112.0,214-R,0.421899,63,1460.0,221-R
6345-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",416,0.507185,61,3314.0,16995-R,0.496637,55,3350.0,248-R,0.493236,64,5755.0,5262-R
6346-S,posel-danes,2023-06-16,202306,,390,0.327733,67,3241.0,21066-R,0.32242,64,3310.0,16995-R,0.302892,60,2768.0,10723-R
6347-S,trendi,2023-06-16,202306,,437,0.342943,65,1272.0,16975-R,0.342031,53,3303.0,16995-R,0.335666,63,3234.0,21066-R
6348-S,slovenija,2023-06-16,202306,"['Planet TV', 'St. M.', 'STA']",354,0.541931,58,3292.0,16995-R,0.540369,63,5733.0,5262-R,0.531534,50,2740.0,238-R
6349-S,slovenija,2023-06-16,202306,"['St. M.', 'STA']",303,0.365041,54,3284.0,16995-R,0.354956,32,2732.0,238-R,0.351163,64,2546.0,5230-R
6350-S,slovenija,2023-06-16,202306,['Aleksander Kolednik'],740,0.619648,66,4379.0,265-R,0.583852,68,1381.0,221-R,0.569425,65,1033.0,214-R
6351-S,sportal,2023-06-16,202306,['A. T. K.'],480,0.607291,46,5.0,10692-R,0.569104,59,1206.0,10710-R,0.528665,59,3221.0,16995-R
6352-S,slovenija,2023-06-16,202306,"['D.K.', 'STA']",303,0.97398,55,44.0,207-R,0.402841,70,1828.0,231-R,0.38974,69,1655.0,5224-R
6353-S,slovenija,2023-06-16,202306,,298,0.327992,71,1826.0,231-R,0.326914,63,3148.0,21066-R,0.322155,45,2665.0,238-R
6354-S,planet-tv,2023-06-16,202306,['E. R.'],271,0.55545,52,1760.0,10716-R,0.528304,46,5667.0,10763-R,0.525649,56,3213.0,16995-R
6355-S,slovenija,2023-06-16,202306,"['D.K.', 'STA']",430,0.484256,63,1179.0,16975-R,0.479923,45,3945.0,10737-R,0.46595,62,3141.0,21066-R
6356-S,posel-danes,2023-06-16,202306,"['D.K.', 'STA']",574,0.517324,80,1365.0,223-R,0.50305,50,3856.0,251-R,0.466742,53,2915.0,16992-R
6357-S,slovenija,2023-06-16,202306,['R. K.'],131,0.333031,65,2403.0,5230-R,0.322757,67,1528.0,5223-R,0.317949,55,4588.0,5255-R
6358-S,trendi,2023-06-16,202306,['STA'],124,0.347489,42,5590.0,10763-R,0.342526,50,4583.0,5255-R,0.34124,57,3136.0,16995-R
6359-S,svet,2023-06-16,202306,['R. K.'],164,0.249879,56,3135.0,16995-R,0.247211,63,1281.0,221-R,0.236395,39,2583.0,238-R
6360-S,svet,2023-06-16,202306,"['R. K.', 'STA']",476,0.579254,64,2395.0,5230-R,0.569636,36,1336.0,5220-R,0.544026,43,3914.0,5245-R
6361-S,sportal,2023-06-16,202306,['STA'],368,0.604881,50,1048.0,10709-R,0.585331,38,16.0,10693-R,0.505102,52,3128.0,16995-R
6362-S,posel-danes,2023-06-16,202306,['D.K.'],844,0.565549,55,1154.0,5217-R,0.51815,51,48.0,210-R,0.498608,57,3153.0,248-R
6363-S,sportal,2023-06-16,202306,['STA'],446,0.518577,58,1662.0,10716-R,0.515965,57,3850.0,10737-R,0.512517,54,962.0,10706-R
6364-S,sportal,2023-06-16,202306,['Š. L.'],316,0.509983,60,3109.0,16995-R,0.497431,64,5574.0,17013-R,0.494792,61,2557.0,238-R
6365-S,sportal,2023-06-16,202306,['STA'],114,0.258626,47,3823.0,10737-R,0.24925,62,1057.0,16975-R,0.249242,62,3019.0,21066-R
6366-S,digisvet,2023-06-16,202306,['Matic Tomšič'],250,0.417944,73,1170.0,5218-R,0.403851,60,5526.0,5262-R,0.396369,52,4500.0,5254-R
6367-S,trendi,2023-06-16,202306,['N. V.'],156,0.268888,59,3079.0,16995-R,0.261765,62,4526.0,5255-R,0.252429,68,1466.0,5223-R
6368-S,slovenija,2023-06-16,202306,"['R. K.', 'STA']",405,0.39949,71,3068.0,16995-R,0.381122,77,4212.0,265-R,0.363926,77,1037.0,16975-R
6369-S,trendi,2023-06-16,202306,['N. V.'],178,0.29193,74,5528.0,17013-R,0.290406,70,2994.0,21066-R,0.288442,77,1672.0,231-R
6370-S,trendi,2023-06-16,202306,,902,0.472719,60,2984.0,21066-R,0.469226,56,3053.0,16995-R,0.453121,48,5518.0,17013-R
6371-S,svet,2023-06-16,202306,"['R. K.', 'STA']",208,0.550046,65,5493.0,5262-R,0.531988,71,1137.0,5218-R,0.524012,50,5716.0,5267-R
6372-S,sportal,2023-06-16,202306,['M. P.'],888,0.653479,45,5505.0,10763-R,0.631263,55,3051.0,16995-R,0.62587,60,849.0,214-R
6373-S,slovenija,2023-06-16,202306,"['R. K.', 'STA']",170,0.63327,40,1234.0,222-R,0.442409,60,3047.0,16995-R,0.419008,52,2495.0,238-R
6374-S,,2023-06-16,202306,['A. T. K.'],495,0.433689,59,3045.0,16995-R,0.428828,61,5510.0,17013-R,0.425453,53,4189.0,265-R
6375-S,planet-tv,2023-06-16,202306,['Planet TV'],215,0.368616,46,874.0,10706-R,0.3606,55,3027.0,16995-R,0.343054,59,3.0,10695-R
6376-S,avtomoto,2023-06-16,202306,['Gregor Pavšič'],260,0.399809,48,3760.0,10737-R,0.399336,56,3025.0,16995-R,0.384303,49,136.0,10696-R
6377-S,posel-danes,2023-06-16,202306,"['D.K.', 'STA']",404,0.529631,58,1054.0,5217-R,0.417554,51,3752.0,10737-R,0.408958,37,1576.0,230-R
6378-S,sportal,2023-06-16,202306,,316,0.388094,54,3726.0,10737-R,0.383806,50,3003.0,10735-R,0.377956,53,1434.0,10715-R
6379-S,svet,2023-06-16,202306,"['R. K.', 'St. M.', 'STA']",1861,0.803854,64,4427.0,5255-R,0.722617,65,5421.0,5262-R,0.717919,60,2947.0,5241-R
6380-S,slovenija,2023-06-16,202306,['A. K.'],257,0.38324,70,5643.0,5267-R,0.379833,73,5420.0,5262-R,0.370059,65,5433.0,10763-R
6381-S,sportal,2023-06-16,202306,['Alenka Teran Košir'],644,0.666597,47,669.0,10701-R,0.607337,58,3766.0,10740-R,0.590072,55,2975.0,16995-R
6382-S,slovenija,2023-06-16,202306,"['R. K.', 'STA']",59,0.255018,55,3703.0,16999-R,0.212071,70,2674.0,21063-R,0.209398,68,2232.0,5230-R
6383-S,avtomoto,2023-06-16,202306,['Gregor Pavšič'],164,0.358823,73,2182.0,16984-R,0.323473,53,1516.0,10716-R,0.307978,42,816.0,10706-R
6384-S,trendi,2023-06-16,202306,['STA'],618,0.6933,63,5409.0,5262-R,0.688878,51,5433.0,17013-R,0.685613,54,2968.0,16995-R
6385-S,planet-tv,2023-06-16,202306,['E. R.'],298,0.525628,53,121.0,21049-R,0.517307,56,765.0,214-R,0.506873,58,5408.0,5262-R
6386-S,svet,2023-06-16,202306,['R. K.'],155,0.41274,54,2945.0,16995-R,0.408756,54,42.0,5212-R,0.407967,55,4392.0,5255-R
6387-S,svet,2023-06-16,202306,"['R. K.', 'STA']",191,0.551643,61,5375.0,5262-R,0.54455,56,4381.0,5255-R,0.523648,55,2382.0,238-R
6388-S,planet-tv,2023-06-16,202306,['Planet TV'],399,0.346807,66,900.0,16975-R,0.340481,59,2931.0,16995-R,0.334548,67,2862.0,21066-R
6389-S,planet-tv,2023-06-16,202306,['E. R.'],871,0.685321,60,85.0,21049-R,0.654124,55,1478.0,10716-R,0.651025,53,729.0,214-R
6390-S,sportal,2023-06-16,202306,['STA'],186,0.563847,55,3718.0,10740-R,0.542118,41,1245.0,10713-R,0.533487,63,5368.0,5262-R
6391-S,svet,2023-06-16,202306,"['R. K.', 'STA']",214,0.481093,67,4352.0,5255-R,0.464213,66,2905.0,16995-R,0.453211,69,2353.0,238-R
6392-S,trendi,2023-06-16,202306,['Sa. B.'],226,0.513685,61,5344.0,5262-R,0.502369,71,2761.0,16994-R,0.471782,42,5567.0,5267-R
6393-S,dom,2023-06-16,202306,,523,0.530681,69,2818.0,21066-R,0.517989,59,2887.0,16995-R,0.517222,50,3622.0,10737-R
6394-S,trendi,2023-06-16,202306,,414,0.417966,61,2817.0,21066-R,0.413193,55,2886.0,16995-R,0.393095,40,41.0,16968-R
6395-S,slovenija,2023-06-16,202306,['R. K.'],76,0.302138,63,2877.0,16995-R,0.301049,63,2325.0,238-R,0.292438,76,2285.0,236-R
6396-S,dom,2023-06-16,202306,,543,0.472841,58,2871.0,16995-R,0.458988,25,2319.0,238-R,0.458873,68,2802.0,21066-R
6397-S,sportal,2023-06-16,202306,['Jaka Lopatič'],366,0.603313,47,3606.0,10737-R,0.557229,42,5325.0,10763-R,0.555916,34,2319.0,238-R
6398-S,svet,2023-06-16,202306,"['R. K.', 'STA']",369,0.591989,75,951.0,5218-R,0.574208,61,5307.0,5262-R,0.568921,53,4313.0,5255-R
6399-S,slovenija,2023-06-16,202306,"['P. P.', 'R. K.', 'STA']",851,0.534545,54,660.0,214-R,0.529116,62,1008.0,221-R,0.526863,57,1409.0,10716-R
6400-S,slovenija,2023-06-16,202306,"['R. K.', 'STA']",524,0.615712,59,2789.0,246-R,0.584387,74,652.0,214-R,0.565085,72,1401.0,10716-R
6401-S,avtomoto,2023-06-16,202306,['Gregor Pavšič'],148,0.292149,72,2040.0,16984-R,0.27741,44,1386.0,230-R,0.268918,64,796.0,16975-R
6402-S,sportal,2023-06-16,202306,"['Siol.net/ A. P. K.', 'T.A.']",94,0.19913,37,4186.0,17007-R,0.198464,38,5560.0,17019-R,0.195751,52,2274.0,10723-R
6403-S,sportal,2023-06-16,202306,"['Siol.net/ A. P. K.', 'T. A.']",60,0.147248,38,5558.0,17019-R,0.147172,40,4184.0,17007-R,0.145195,51,5112.0,278-R
6404-S,sportal,2023-06-16,202306,['Rok Plestenjak'],1085,0.667217,44,5145.0,10763-R,0.663791,53,2691.0,16995-R,0.657558,48,5374.0,10766-R
6405-S,sportal,2023-06-16,202306,['Sportal'],653,0.441031,43,5355.0,5267-R,0.401944,67,5132.0,5262-R,0.397596,55,846.0,16978-R
6406-S,sportal,2023-01-14,202301,['Š. L.'],813,0.655372,39,876.0,18733-R,0.631296,64,5251.0,7566-R,0.626783,39,3805.0,13374-R
6407-S,sportal,2023-01-14,202301,"['Sportal', 'STA/Katja Kodba']",414,0.657887,73,825.0,18733-R,0.593586,66,396.0,13330-R,0.589562,65,5085.0,13397-R
6408-S,svet,2023-01-14,202301,['A. P. K.'],168,0.583833,48,813.0,18733-R,0.541937,50,47.0,7501-R,0.534558,67,3801.0,22555-R
6409-S,sportal,2023-01-14,202301,['Špela Lenart'],899,0.676157,33,767.0,13335-R,0.609611,39,794.0,18733-R,0.582605,55,365.0,13330-R
6410-S,avtomoto,2023-01-14,202301,['Gregor Pavšič'],29,0.112078,43,1581.0,22532-R,0.066588,42,3035.0,13362-R,0.063127,58,4685.0,13388-R
6411-S,svet,2023-01-14,202301,['STA'],191,0.773648,30,21.0,7502-R,0.485617,51,4954.0,7563-R,0.465076,59,3621.0,7545-R
6412-S,sportal,2023-01-14,202301,"['Sportal', 'STA/Katja Kodba']",205,0.480058,56,693.0,18733-R,0.439709,67,5068.0,7566-R,0.433634,54,3415.0,13369-R
6413-S,svet,2023-01-14,202301,['STA'],268,0.842027,39,229.0,7506-R,0.579119,60,3325.0,7539-R,0.474031,45,637.0,18733-R
6414-S,svet,2023-01-14,202301,['STA'],423,0.804166,53,164.0,7505-R,0.720205,47,1498.0,7518-R,0.659135,56,606.0,18733-R
6415-S,sportal,2023-01-14,202301,['STA/Katja Kodba'],325,0.538808,53,80.0,13328-R,0.435735,59,652.0,13339-R,0.425439,63,3218.0,13365-R
6416-S,sportal,2023-01-14,202301,['STA/Katja Kodba'],245,0.836398,33,6.0,13327-R,0.523377,60,582.0,13336-R,0.522525,38,245.0,13331-R
6417-S,sportal,2023-01-14,202301,"['S. K.', 'Pe. M.']",613,0.118909,67,1666.0,2292-R,0.116843,71,4335.0,18759-R,0.112361,68,1618.0,18740-R
6418-S,svet,2023-01-14,202301,['STA'],271,0.720697,27,180.0,7507-R,0.409735,68,3138.0,7538-R,0.392447,64,541.0,18733-R
6419-S,sportal,2023-01-14,202301,['STA/Katja Kodba'],113,0.657164,36,187.0,13331-R,0.484648,66,3478.0,22555-R,0.476191,63,524.0,13336-R
